Chamber,1,Data,File,,
C:\Users\UT,South,Western,MC\Documents\MED,Associates\MEDCMG\mouse,1
IR=,6,SD=,14.5,MP=,67.37
9/14/23,8:48:26,AM,,,
Time,Motion,Scale,Vol,Vol,Pressure
2906.5,0,-0.005,288.4,288.4,8.7
2906.75,0,-0.005,288.4,288.4,8.7
2907,0,-0.005,288.4,288.4,8.7
2907.25,0,-0.005,288.5,288.5,8.8
2907.5,0,-0.005,288.5,288.5,8.8
2907.75,0,-0.005,288.5,288.5,8.9
2908,0,-0.005,288.5,288.5,8.8
2908.25,0,-0.005,288.6,288.6,8.7
2908.5,0,-0.005,288.6,288.6,8.6
2908.75,0,-0.005,288.6,288.6,8.6
2909,0,-0.005,288.6,288.6,8.7
2909.25,0,-0.004,288.7,288.7,8.7
2909.5,0,-0.004,288.7,288.7,8.7
2909.75,0,-0.004,288.7,288.7,8.6
2910,0,-0.004,288.7,288.7,8.6
2910.25,0,-0.004,288.8,288.8,8.6
2910.5,0,-0.004,288.8,288.8,8.6
2910.75,0,-0.004,288.8,288.8,8.8
2911,0,-0.004,288.8,288.8,8.8
2911.25,0,-0.004,288.9,288.9,8.6
2911.5,0,-0.004,288.9,288.9,8.6
2911.75,0,-0.004,288.9,288.9,8.6
2912,0,-0.004,288.9,288.9,8.6
2912.25,0,-0.004,289,289,8.6
2912.5,0,-0.004,289,289,8.6
2912.75,0,-0.004,289,289,8.8
2913,0,-0.004,289,289,8.8
2913.25,0,-0.004,289.1,289.1,8.8
2913.5,0,-0.004,289.1,289.1,8.8
2913.75,0,-0.004,289.1,289.1,8.8
2914,0,-0.004,289.1,289.1,8.9
2914.25,0,-0.004,289.2,289.2,8.9
2914.5,0,-0.004,289.2,289.2,8.9
2914.75,0,-0.004,289.2,289.2,8.8
2915,0,-0.004,289.2,289.2,8.9
2915.25,0,-0.004,289.3,289.3,8.9
2915.5,0,-0.005,289.3,289.3,8.9
2915.75,0,-0.005,289.3,289.3,8.9
2916,0,-0.005,289.3,289.3,8.9
2916.25,0,-0.005,289.4,289.4,8.9
2916.5,0,-0.005,289.4,289.4,8.9
2916.75,0,-0.005,289.4,289.4,8.9
2917,0,-0.005,289.4,289.4,8.9
2917.25,0,-0.005,289.5,289.5,8.9
2917.5,0,-0.005,289.5,289.5,8.9
2917.75,0,-0.005,289.5,289.5,8.9
2918,0,-0.005,289.5,289.5,8.9
2918.25,0,-0.005,289.6,289.6,8.9
2918.5,0,-0.005,289.6,289.6,8.9
2918.75,0,-0.005,289.6,289.6,8.9
2919,0,-0.005,289.6,289.6,8.9
2919.25,0,-0.005,289.7,289.7,8.9
2919.5,0,-0.005,289.7,289.7,8.9
2919.75,0,-0.005,289.7,289.7,8.9
2920,0,-0.005,289.7,289.7,8.9
2920.25,0,-0.005,289.8,289.8,8.9
2920.5,0,-0.005,289.8,289.8,8.9
2920.75,0,-0.005,289.8,289.8,8.9
2921,0,-0.005,289.8,289.8,8.9
2921.25,0,-0.005,289.9,289.9,8.9
2921.5,0,-0.005,289.9,289.9,8.9
2921.75,0,-0.005,289.9,289.9,8.9
2922,0,-0.005,289.9,289.9,8.9
2922.25,0,-0.005,290,290,8.9
2922.5,0,-0.005,290,290,8.9
2922.75,0,-0.005,290,290,8.9
2923,0,-0.005,290,290,8.9
2923.25,0,-0.005,290.1,290.1,8.9
2923.5,0,-0.005,290.1,290.1,8.9
2923.75,0,-0.005,290.1,290.1,8.9
2924,0,-0.005,290.1,290.1,8.9
2924.25,0,-0.005,290.2,290.2,8.9
2924.5,0,-0.005,290.2,290.2,8.9
2924.75,0,-0.005,290.2,290.2,8.9
2925,0,-0.005,290.2,290.2,8.9
2925.25,0,-0.005,290.3,290.3,8.9
2925.5,0,-0.005,290.3,290.3,8.9
2925.75,0,-0.005,290.3,290.3,9.1
2926,0,-0.005,290.3,290.3,9.1
2926.25,0,-0.005,290.4,290.4,9.2
2926.5,0,-0.005,290.4,290.4,9.2
2926.75,0,-0.005,290.4,290.4,9.2
2927,0,-0.005,290.4,290.4,9.2
2927.25,0,-0.005,290.5,290.5,9.2
2927.5,0,-0.005,290.5,290.5,9.2
2927.75,0,-0.005,290.5,290.5,9.2
2928,0,-0.005,290.5,290.5,9.2
2928.25,0,-0.005,290.6,290.6,9.2
2928.5,0,-0.005,290.6,290.6,9.2
2928.75,0,-0.005,290.6,290.6,9.2
2929,0,-0.005,290.6,290.6,9.3
2929.25,0,-0.005,290.7,290.7,9.3
2929.5,0,-0.005,290.7,290.7,9.3
2929.75,0,-0.005,290.7,290.7,9.3
2930,0,-0.005,290.7,290.7,9.5
2930.25,0,-0.005,290.8,290.8,9.4
2930.5,0,-0.005,290.8,290.8,9.3
2930.75,0,-0.005,290.8,290.8,9.5
2931,0,-0.005,290.8,290.8,9.5
2931.25,0,-0.005,290.9,290.9,9.5
2931.5,0,-0.005,290.9,290.9,9.5
2931.75,0,-0.005,290.9,290.9,9.5
2932,0,-0.005,290.9,290.9,9.4
2932.25,0,-0.005,291,291,9.4
2932.5,0,-0.005,291,291,9.5
2932.75,0,-0.005,291,291,9.5
2933,0,-0.005,291,291,9.5
2933.25,0,-0.005,291.1,291.1,9.5
2933.5,0,-0.005,291.1,291.1,9.5
2933.75,0,-0.005,291.1,291.1,9.5
2934,0,-0.005,291.1,291.1,9.5
2934.25,0,-0.005,291.2,291.2,9.5
2934.5,0,-0.005,291.2,291.2,9.5
2934.75,0,-0.005,291.2,291.2,9.5
2935,0,-0.005,291.2,291.2,9.5
2935.25,0,-0.005,291.3,291.3,9.5
2935.5,0,-0.005,291.3,291.3,9.5
2935.75,0,-0.005,291.3,291.3,9.5
2936,0,-0.005,291.3,291.3,9.5
2936.25,0,-0.005,291.4,291.4,9.5
2936.5,0,-0.005,291.4,291.4,9.5
2936.75,0,-0.005,291.4,291.4,9.5
2937,0,-0.005,291.4,291.4,9.5
2937.25,0,-0.005,291.5,291.5,9.5
2937.5,0,-0.005,291.5,291.5,9.5
2937.75,0,-0.005,291.5,291.5,9.5
2938,0,-0.005,291.5,291.5,9.5
2938.25,0,-0.005,291.6,291.6,9.5
2938.5,0,-0.005,291.6,291.6,9.5
2938.75,0,-0.005,291.6,291.6,9.5
2939,0,-0.005,291.6,291.6,9.5
2939.25,0,-0.005,291.7,291.7,9.5
2939.5,0,-0.005,291.7,291.7,9.5
2939.75,0,-0.005,291.7,291.7,9.5
2940,0,-0.005,291.7,291.7,9.5
2940.25,0,-0.005,291.8,291.8,9.5
2940.5,0,-0.005,291.8,291.8,9.5
2940.75,0,-0.005,291.8,291.8,9.5
2941,0,-0.005,291.8,291.8,9.5
2941.25,0,-0.005,291.9,291.9,9.5
2941.5,0,-0.005,291.9,291.9,9.5
2941.75,0,-0.005,291.9,291.9,9.5
2942,0,-0.005,291.9,291.9,9.5
2942.25,0,-0.005,292,292,9.5
2942.5,0,-0.005,292,292,9.5
2942.75,0,-0.005,292,292,9.6
2943,0,-0.005,292,292,9.5
2943.25,0,-0.005,292.1,292.1,9.5
2943.5,0,-0.005,292.1,292.1,9.5
2943.75,0,-0.005,292.1,292.1,9.5
2944,0,-0.005,292.1,292.1,9.6
2944.25,0,-0.005,292.2,292.2,9.6
2944.5,0,-0.005,292.2,292.2,9.6
2944.75,0,-0.005,292.2,292.2,9.6
2945,0,-0.005,292.2,292.2,9.5
2945.25,0,-0.005,292.3,292.3,9.6
2945.5,0,-0.005,292.3,292.3,9.5
2945.75,0,-0.005,292.3,292.3,9.7
2946,0,-0.005,292.3,292.3,9.7
2946.25,0,-0.005,292.4,292.4,9.7
2946.5,0,-0.005,292.4,292.4,9.8
2946.75,0,-0.005,292.4,292.4,9.8
2947,0,-0.005,292.4,292.4,9.6
2947.25,0,-0.005,292.5,292.5,9.6
2947.5,0,-0.005,292.5,292.5,9.8
2947.75,0,-0.005,292.5,292.5,9.9
2948,0,-0.005,292.5,292.5,9.8
2948.25,0,-0.005,292.6,292.6,9.9
2948.5,0,-0.005,292.6,292.6,9.9
2948.75,0,-0.005,292.6,292.6,9.8
2949,0,-0.005,292.6,292.6,9.8
2949.25,0,-0.005,292.7,292.7,9.8
2949.5,0,-0.005,292.7,292.7,9.8
2949.75,0,-0.005,292.7,292.7,9.8
2950,0,-0.005,292.7,292.7,9.8
2950.25,0,-0.005,292.8,292.8,9.9
2950.5,0,-0.005,292.8,292.8,9.9
2950.75,0,-0.005,292.8,292.8,9.8
2951,0,-0.005,292.8,292.8,9.9
2951.25,0,-0.005,292.9,292.9,9.9
2951.5,0,-0.005,292.9,292.9,9.8
2951.75,0,-0.005,292.9,292.9,9.9
2952,0,-0.005,292.9,292.9,9.9
2952.25,0,-0.005,293,293,9.8
2952.5,0,-0.005,293,293,9.8
2952.75,0,-0.005,293,293,9.9
2953,0,-0.005,293,293,9.9
2953.25,0,-0.005,293.1,293.1,9.9
2953.5,0,-0.005,293.1,293.1,9.9
2953.75,0,-0.005,293.1,293.1,9.9
2954,0,-0.005,293.1,293.1,9.9
2954.25,0,-0.005,293.2,293.2,9.9
2954.5,0,-0.005,293.2,293.2,9.9
2954.75,0,-0.005,293.2,293.2,9.9
2955,0,-0.005,293.2,293.2,9.9
2955.25,0,-0.005,293.3,293.3,9.9
2955.5,0,-0.005,293.3,293.3,9.9
2955.75,0,-0.005,293.3,293.3,9.8
2956,0,-0.005,293.3,293.3,9.9
2956.25,0,-0.005,293.4,293.4,9.9
2956.5,0,-0.005,293.4,293.4,9.9
2956.75,0,-0.005,293.4,293.4,9.9
2957,0,-0.005,293.4,293.4,9.9
2957.25,0,-0.005,293.5,293.5,9.9
2957.5,0,-0.005,293.5,293.5,9.9
2957.75,0,-0.005,293.5,293.5,9.9
2958,0,-0.005,293.5,293.5,9.9
2958.25,0,-0.005,293.6,293.6,9.8
2958.5,0,-0.005,293.6,293.6,9.8
2958.75,0,-0.005,293.6,293.6,9.9
2959,0,-0.005,293.6,293.6,9.9
2959.25,0,-0.005,293.7,293.7,9.9
2959.5,0,-0.005,293.7,293.7,9.9
2959.75,0,-0.005,293.7,293.7,9.9
2960,0,-0.005,293.7,293.7,9.9
2960.25,0,-0.005,293.8,293.8,9.9
2960.5,0,-0.005,293.8,293.8,9.9
2960.75,0,-0.005,293.8,293.8,9.9
2961,0,-0.005,293.8,293.8,9.9
2961.25,0,-0.004,293.9,293.9,9.9
2961.5,0,-0.004,293.9,293.9,9.9
2961.75,0,-0.004,293.9,293.9,10
2962,0,-0.004,293.9,293.9,10
2962.25,0,-0.004,294,294,10.1
2962.5,0,-0.004,294,294,10.1
2962.75,0,-0.004,294,294,10.2
2963,0,-0.004,294,294,10.2
2963.25,0,-0.004,294.1,294.1,10.2
2963.5,0,-0.004,294.1,294.1,10.2
2963.75,0,-0.004,294.1,294.1,10.2
2964,0,-0.004,294.1,294.1,10.2
2964.25,0,-0.004,294.2,294.2,10.2
2964.5,0,-0.004,294.2,294.2,10.3
2964.75,0,-0.004,294.2,294.2,10.5
2965,0,-0.004,294.2,294.2,10.6
2965.25,0,-0.004,294.3,294.3,11
2965.5,0,-0.004,294.3,294.3,11.4
2965.75,0,-0.004,294.3,294.3,12
2966,0,-0.004,294.3,294.3,12.5
2966.25,0,-0.004,294.4,294.4,13.3
2966.5,0,-0.004,294.4,294.4,14.1
2966.75,0,-0.004,294.4,294.4,14.9
2967,0,-0.004,294.4,294.4,15.3
2967.25,0,-0.004,294.5,294.5,15.5
2967.5,0,-0.004,294.5,294.5,15.4
2967.75,0,-0.004,294.5,294.5,15.2
2968,0,-0.004,294.5,294.5,15
2968.25,0,-0.004,294.6,294.6,14.8
2968.5,0,-0.004,294.6,294.6,14.6
2968.75,0,-0.004,294.6,294.6,14.5
2969,0,-0.004,294.6,294.6,14.4
2969.25,0,-0.004,294.7,294.7,14.3
2969.5,0,-0.004,294.7,294.7,14.4
2969.75,0,-0.004,294.7,294.7,14.6
2970,0,-0.004,294.7,294.7,14.9
2970.25,0,-0.004,294.8,294.8,15.1
2970.5,0,-0.004,294.8,294.8,15.1
2970.75,0,-0.004,294.8,294.8,15.1
2971,0,-0.004,294.8,294.8,15.1
2971.25,0,-0.004,294.9,294.9,15
2971.5,0,-0.004,294.9,294.9,14.8
2971.75,0,-0.004,294.9,294.9,14.8
2972,0,-0.004,294.9,294.9,14.7
2972.25,0,-0.004,295,295,14.5
2972.5,0,-0.004,295,295,14.3
2972.75,0,-0.004,295,295,14.1
2973,0,-0.004,295,295,13.9
2973.25,0,-0.004,295.1,295.1,13.7
2973.5,0,-0.004,295.1,295.1,13.5
2973.75,0,-0.004,295.1,295.1,13.3
2974,0,-0.004,295.1,295.1,13.2
2974.25,0,-0.004,295.2,295.2,13
2974.5,0,-0.004,295.2,295.2,12.8
2974.75,0,-0.004,295.2,295.2,12.5
2975,0,-0.004,295.2,295.2,12.4
2975.25,0,-0.004,295.3,295.3,12.2
2975.5,0,-0.004,295.3,295.3,11.9
2975.75,0,-0.004,295.3,295.3,11.7
2976,0,-0.004,295.3,295.3,11.5
2976.25,0,-0.004,295.4,295.4,11.2
2976.5,0,-0.004,295.4,295.4,11.1
2976.75,0,-0.004,295.4,295.4,10.9
2977,0,-0.004,295.4,295.4,10.6
2977.25,0,-0.004,295.5,295.5,10.5
2977.5,0,-0.004,295.5,295.5,10.2
2977.75,0,-0.004,295.5,295.5,10.1
2978,0,-0.004,295.5,295.5,9.9
2978.25,0,-0.004,295.6,295.6,9.9
2978.5,0,-0.004,295.6,295.6,9.6
2978.75,0,-0.004,295.6,295.6,9.5
2979,0,-0.004,295.6,295.6,9.2
2979.25,0,-0.004,295.7,295.7,9.1
2979.5,0,-0.004,295.7,295.7,8.9
2979.75,0,-0.004,295.7,295.7,8.9
2980,0,-0.004,295.7,295.7,8.7
2980.25,0,-0.004,295.8,295.8,8.6
2980.5,0,-0.004,295.8,295.8,8.4
2980.75,0,-0.004,295.8,295.8,8.2
2981,0,-0.004,295.8,295.8,8.2
2981.25,0,-0.004,295.9,295.9,7.9
2981.5,0,-0.004,295.9,295.9,7.9
2981.75,0,-0.004,295.9,295.9,7.9
2982,0,-0.004,295.9,295.9,7.8
2982.25,0,-0.004,296,296,7.6
2982.5,0,-0.004,296,296,7.6
2982.75,0,-0.004,296,296,7.5
2983,0,-0.004,296,296,7.3
2983.25,0,-0.004,296.1,296.1,7.2
2983.5,0,-0.004,296.1,296.1,7.2
2983.75,0,-0.004,296.1,296.1,7.1
2984,0,-0.004,296.1,296.1,6.9
2984.25,0,-0.004,296.2,296.2,6.9
2984.5,0,-0.004,296.2,296.2,6.9
2984.75,0,-0.004,296.2,296.2,6.9
2985,0,-0.004,296.2,296.2,6.9
2985.25,0,-0.004,296.3,296.3,6.7
2985.5,0,-0.004,296.3,296.3,6.6
2985.75,0,-0.004,296.3,296.3,6.6
2986,0,-0.004,296.3,296.3,6.6
2986.25,0,-0.004,296.4,296.4,6.6
2986.5,0,-0.004,296.4,296.4,6.4
2986.75,0,-0.004,296.4,296.4,6.3
2987,0,-0.004,296.4,296.4,6.3
2987.25,0,-0.004,296.5,296.5,6.3
2987.5,0,-0.004,296.5,296.5,6.3
2987.75,0,-0.004,296.5,296.5,6.2
2988,0,-0.004,296.5,296.5,6.2
2988.25,0,-0.004,296.6,296.6,6.1
2988.5,0,-0.004,296.6,296.6,6
2988.75,0,-0.004,296.6,296.6,5.9
2989,0,-0.004,296.6,296.6,5.9
2989.25,0,-0.004,296.7,296.7,5.9
2989.5,0,-0.004,296.7,296.7,5.9
2989.75,0,-0.004,296.7,296.7,5.9
2990,0,-0.004,296.7,296.7,5.9
2990.25,0,-0.004,296.8,296.8,5.9
2990.5,0,-0.004,296.8,296.8,5.8
2990.75,0,-0.004,296.8,296.8,5.7
2991,0,-0.004,296.8,296.8,5.6
2991.25,0,-0.004,296.9,296.9,5.6
2991.5,0,-0.004,296.9,296.9,5.6
2991.75,0,-0.004,296.9,296.9,5.6
2992,0,-0.004,296.9,296.9,5.6
2992.25,0,-0.004,297,297,5.6
2992.5,0,-0.004,297,297,5.6
2992.75,0,-0.005,297,297,5.6
2993,0,-0.005,297,297,5.6
2993.25,0,-0.005,297.1,297.1,5.6
2993.5,0,-0.005,297.1,297.1,5.6
2993.75,0,-0.005,297.1,297.1,5.6
2994,0,-0.005,297.1,297.1,5.6
2994.25,0,-0.005,297.2,297.2,5.6
2994.5,0,-0.005,297.2,297.2,5.6
2994.75,0,-0.005,297.2,297.2,5.6
2995,0,-0.004,297.2,297.2,5.6
2995.25,0,-0.004,297.3,297.3,5.6
2995.5,0,-0.004,297.3,297.3,5.6
2995.75,0,-0.004,297.3,297.3,5.5
2996,0,-0.004,297.3,297.3,5.4
2996.25,0,-0.004,297.4,297.4,5.4
2996.5,0,-0.004,297.4,297.4,5.4
2996.75,0,-0.004,297.4,297.4,5.3
2997,0,-0.004,297.4,297.4,5.4
2997.25,0,-0.005,297.5,297.5,5.3
2997.5,0,-0.005,297.5,297.5,5.3
2997.75,0,-0.005,297.5,297.5,5.3
2998,0,-0.005,297.5,297.5,5.3
2998.25,0,-0.005,297.6,297.6,5.3
2998.5,0,-0.005,297.6,297.6,5.3
2998.75,0,-0.005,297.6,297.6,5.3
2999,0,-0.005,297.6,297.6,5.3
2999.25,0,-0.005,297.7,297.7,5.3
2999.5,0,-0.005,297.7,297.7,5.3
2999.75,0,-0.005,297.7,297.7,5.3
3000,0,-0.005,297.7,297.7,5.3
3000.25,0,-0.005,297.8,297.8,5.3
3000.5,0,-0.005,297.8,297.8,5.3
3000.75,0,-0.005,297.8,297.8,5.3
3001,0,-0.005,297.8,297.8,5.3
3001.25,0,-0.005,297.9,297.9,5.3
3001.5,0,-0.005,297.9,297.9,5.3
3001.75,0,-0.005,297.9,297.9,5.3
3002,0,-0.005,297.9,297.9,5.3
3002.25,0,-0.005,298,298,5.3
3002.5,0,-0.005,298,298,5.3
3002.75,0,-0.005,298,298,5.3
3003,0,-0.004,298,298,5.3
3003.25,0,-0.004,298.1,298.1,5.3
3003.5,0,-0.004,298.1,298.1,5.3
3003.75,0,-0.004,298.1,298.1,5.3
3004,0,-0.004,298.1,298.1,5.3
3004.25,0,-0.004,298.2,298.2,5.3
3004.5,0,-0.004,298.2,298.2,5.3
3004.75,0,-0.004,298.2,298.2,5.3
3005,0,-0.004,298.2,298.2,5.3
3005.25,0,-0.004,298.3,298.3,5.3
3005.5,0,-0.004,298.3,298.3,5.3
3005.75,0,-0.004,298.3,298.3,5.3
3006,0,-0.004,298.3,298.3,5.3
3006.25,0,-0.004,298.4,298.4,5.3
3006.5,0,-0.004,298.4,298.4,5.3
3006.75,0,-0.004,298.4,298.4,5.3
3007,0,-0.004,298.4,298.4,5.3
3007.25,0,-0.004,298.5,298.5,5.3
3007.5,0,-0.004,298.5,298.5,5.3
3007.75,0,-0.004,298.5,298.5,5.3
3008,0,-0.004,298.5,298.5,5.3
3008.25,0,-0.004,298.6,298.6,5.3
3008.5,0,-0.005,298.6,298.6,5.3
3008.75,0,-0.005,298.6,298.6,5.3
3009,0,-0.005,298.6,298.6,5.3
3009.25,0,-0.005,298.7,298.7,5.3
3009.5,0,-0.005,298.7,298.7,5.3
3009.75,0,-0.005,298.7,298.7,5.3
3010,0,-0.005,298.7,298.7,5.3
3010.25,0,-0.005,298.8,298.8,5.3
3010.5,0,-0.005,298.8,298.8,5.3
3010.75,0,-0.005,298.8,298.8,5.3
3011,0,-0.005,298.8,298.8,5.3
3011.25,0,-0.005,298.9,298.9,5.3
3011.5,0,-0.005,298.9,298.9,5.3
3011.75,0,-0.005,298.9,298.9,5.3
3012,0,-0.005,298.9,298.9,5.3
3012.25,0,-0.005,299,299,5.3
3012.5,0,-0.005,299,299,5.3
3012.75,0,-0.005,299,299,5.3
3013,0,-0.005,299,299,5.3
3013.25,0,-0.005,299.1,299.1,5.4
3013.5,0,-0.005,299.1,299.1,5.5
3013.75,0,-0.005,299.1,299.1,5.5
3014,0,-0.005,299.1,299.1,5.5
3014.25,0,-0.005,299.2,299.2,5.4
3014.5,0,-0.005,299.2,299.2,5.4
3014.75,0,-0.005,299.2,299.2,5.5
3015,0,-0.005,299.2,299.2,5.5
3015.25,0,-0.005,299.3,299.3,5.6
3015.5,0,-0.005,299.3,299.3,5.5
3015.75,0,-0.005,299.3,299.3,5.5
3016,0,-0.005,299.3,299.3,5.4
3016.25,0,-0.005,299.4,299.4,5.5
3016.5,0,-0.005,299.4,299.4,5.6
3016.75,0,-0.005,299.4,299.4,5.6
3017,0,-0.005,299.4,299.4,5.6
3017.25,0,-0.005,299.5,299.5,5.6
3017.5,0,-0.005,299.5,299.5,5.6
3017.75,0,-0.005,299.5,299.5,5.6
3018,0,-0.005,299.5,299.5,5.6
3018.25,0,-0.005,299.6,299.6,5.6
3018.5,0,-0.005,299.6,299.6,5.6
3018.75,0,-0.005,299.6,299.6,5.6
3019,0,-0.005,299.6,299.6,5.6
3019.25,0,-0.005,299.7,299.7,5.6
3019.5,0,-0.005,299.7,299.7,5.6
3019.75,0,-0.005,299.7,299.7,5.6
3020,0,-0.005,299.7,299.7,5.6
3020.25,0,-0.005,299.8,299.8,5.6
3020.5,0,-0.005,299.8,299.8,5.6
3020.75,0,-0.005,299.8,299.8,5.6
3021,0,-0.005,299.8,299.8,5.6
3021.25,0,-0.005,299.9,299.9,5.6
3021.5,0,-0.005,299.9,299.9,5.6
3021.75,0,-0.005,299.9,299.9,5.6
3022,0,-0.005,299.9,299.9,5.6
3022.25,0,-0.005,300,300,5.6
3022.5,0,-0.005,300,300,5.6
3022.75,0,-0.005,300,300,5.6
3023,0,-0.005,300,300,5.6
3023.25,0,-0.005,300.1,300.1,5.6
3023.5,0,-0.005,300.1,300.1,5.6
3023.75,0,-0.005,300.1,300.1,5.6
3024,0,-0.005,300.1,300.1,5.6
3024.25,0,-0.005,300.2,300.2,5.6
3024.5,0,-0.005,300.2,300.2,5.5
3024.75,0,-0.005,300.2,300.2,5.6
3025,0,-0.006,300.2,300.2,5.6
3025.25,0,-0.006,300.3,300.3,5.6
3025.5,0,-0.006,300.3,300.3,5.6
3025.75,0,-0.006,300.3,300.3,5.6
3026,0,-0.006,300.3,300.3,5.6
3026.25,0,-0.006,300.4,300.4,5.6
3026.5,0,-0.006,300.4,300.4,5.6
3026.75,0,-0.006,300.4,300.4,5.6
3027,0,-0.006,300.4,300.4,5.6
3027.25,0,-0.006,300.5,300.5,5.6
3027.5,0,-0.006,300.5,300.5,5.6
3027.75,0,-0.006,300.5,300.5,5.6
3028,0,-0.006,300.5,300.5,5.6
3028.25,0,-0.006,300.6,300.6,5.6
3028.5,0,-0.006,300.6,300.6,5.6
3028.75,0,-0.006,300.6,300.6,5.6
3029,0,-0.006,300.6,300.6,5.6
3029.25,0,-0.006,300.7,300.7,5.6
3029.5,0,-0.006,300.7,300.7,5.6
3029.75,0,-0.006,300.7,300.7,5.6
3030,0,-0.005,300.7,300.7,5.6
3030.25,0,-0.005,300.8,300.8,5.6
3030.5,0,-0.005,300.8,300.8,5.6
3030.75,0,-0.005,300.8,300.8,5.6
3031,0,-0.005,300.8,300.8,5.6
3031.25,0,-0.005,300.9,300.9,5.6
3031.5,0,-0.005,300.9,300.9,5.6
3031.75,0,-0.005,300.9,300.9,5.6
3032,0,-0.005,300.9,300.9,5.6
3032.25,0,-0.005,301,301,5.6
3032.5,0,-0.005,301,301,5.6
3032.75,0,-0.005,301,301,5.6
3033,0,-0.005,301,301,5.6
3033.25,0,-0.005,301.1,301.1,5.6
3033.5,0,-0.005,301.1,301.1,5.6
3033.75,0,-0.005,301.1,301.1,5.6
3034,0,-0.005,301.1,301.1,5.6
3034.25,0,-0.005,301.1,301.1,5.6
3034.5,0,-0.005,301.2,301.2,5.6
3034.75,0,-0.005,301.2,301.2,5.6
3035,0,-0.005,301.2,301.2,5.6
3035.25,0,-0.005,301.2,301.2,5.6
3035.5,0,-0.005,301.3,301.3,5.6
3035.75,0,-0.005,301.3,301.3,5.6
3036,0,-0.005,301.3,301.3,5.6
3036.25,0,-0.005,301.3,301.3,5.6
3036.5,0,-0.005,301.4,301.4,5.6
3036.75,0,-0.005,301.4,301.4,5.6
3037,0,-0.005,301.4,301.4,5.6
3037.25,0,-0.005,301.4,301.4,5.6
3037.5,0,-0.005,301.5,301.5,5.6
3037.75,0,-0.005,301.5,301.5,5.6
3038,0,-0.005,301.5,301.5,5.6
3038.25,0,-0.005,301.5,301.5,5.6
3038.5,0,-0.005,301.6,301.6,5.6
3038.75,0,-0.005,301.6,301.6,5.6
3039,0,-0.005,301.6,301.6,5.6
3039.25,0,-0.005,301.6,301.6,5.6
3039.5,0,-0.005,301.7,301.7,5.6
3039.75,0,-0.005,301.7,301.7,5.6
3040,0,-0.005,301.7,301.7,5.6
3040.25,0,-0.005,301.7,301.7,5.6
3040.5,0,-0.005,301.8,301.8,5.6
3040.75,0,-0.005,301.8,301.8,5.6
3041,0,-0.005,301.8,301.8,5.6
3041.25,0,-0.005,301.8,301.8,5.6
3041.5,0,-0.005,301.9,301.9,5.6
3041.75,0,-0.005,301.9,301.9,5.6
3042,0,-0.005,301.9,301.9,5.6
3042.25,0,-0.005,301.9,301.9,5.6
3042.5,0,-0.005,302,302,5.6
3042.75,0,-0.005,302,302,5.6
3043,0,-0.005,302,302,5.6
3043.25,0,-0.005,302,302,5.6
3043.5,0,-0.005,302.1,302.1,5.6
3043.75,0,-0.005,302.1,302.1,5.6
3044,0,-0.005,302.1,302.1,5.7
3044.25,0,-0.005,302.1,302.1,5.7
3044.5,0,-0.005,302.2,302.2,5.6
3044.75,0,-0.005,302.2,302.2,5.6
3045,0,-0.005,302.2,302.2,5.7
3045.25,0,-0.005,302.2,302.2,5.7
3045.5,0,-0.005,302.3,302.3,5.8
3045.75,0,-0.005,302.3,302.3,5.8
3046,0,-0.005,302.3,302.3,5.8
3046.25,0,-0.005,302.3,302.3,5.8
3046.5,0,-0.005,302.4,302.4,5.8
3046.75,0,-0.005,302.4,302.4,5.9
3047,0,-0.005,302.4,302.4,5.9
3047.25,0,-0.005,302.4,302.4,5.9
3047.5,0,-0.005,302.5,302.5,5.9
3047.75,0,-0.005,302.5,302.5,5.9
3048,0,-0.005,302.5,302.5,5.9
3048.25,0,-0.005,302.5,302.5,5.9
3048.5,0,-0.005,302.6,302.6,5.9
3048.75,0,-0.005,302.6,302.6,5.9
3049,0,-0.005,302.6,302.6,5.9
3049.25,0,-0.005,302.6,302.6,5.9
3049.5,0,-0.005,302.7,302.7,5.9
3049.75,0,-0.005,302.7,302.7,5.9
3050,0,-0.005,302.7,302.7,5.9
3050.25,0,-0.005,302.7,302.7,5.9
3050.5,0,-0.005,302.8,302.8,5.9
3050.75,0,-0.005,302.8,302.8,5.9
3051,0,-0.005,302.8,302.8,5.9
3051.25,0,-0.005,302.8,302.8,5.9
3051.5,0,-0.005,302.9,302.9,5.9
3051.75,0,-0.005,302.9,302.9,5.9
3052,0,-0.005,302.9,302.9,5.9
3052.25,0,-0.005,302.9,302.9,5.9
3052.5,0,-0.005,303,303,5.9
3052.75,0,-0.005,303,303,5.9
3053,0,-0.005,303,303,5.9
3053.25,0,-0.005,303,303,5.9
3053.5,0,-0.005,303.1,303.1,5.9
3053.75,0,-0.005,303.1,303.1,5.9
3054,0,-0.005,303.1,303.1,5.9
3054.25,0,-0.005,303.1,303.1,5.9
3054.5,0,-0.005,303.2,303.2,5.9
3054.75,0,-0.005,303.2,303.2,5.9
3055,0,-0.005,303.2,303.2,5.9
3055.25,0,-0.005,303.2,303.2,5.9
3055.5,0,-0.005,303.3,303.3,5.9
3055.75,0,-0.005,303.3,303.3,5.9
3056,0,-0.005,303.3,303.3,5.9
3056.25,0,-0.005,303.3,303.3,5.9
3056.5,0,-0.005,303.4,303.4,5.9
