Chamber,1,Data,File,,
C:\Users\UT,South,Western,MC\Documents\MED,Associates\MEDCMG\mouse,1
IR=,6,SD=,14.5,MP=,67.37
9/14/23,8:48:26,AM,,,
Time,Motion,Scale,Vol,Vol,Pressure
2603,0,-0.004,258,258,11.8
2603.25,0,-0.004,258.1,258.1,11.8
2603.5,0,-0.004,258.1,258.1,11.8
2603.75,0,-0.004,258.1,258.1,11.8
2604,0,-0.004,258.1,258.1,11.8
2604.25,0,-0.003,258.2,258.2,11.8
2604.5,0,-0.003,258.2,258.2,11.8
2604.75,0,-0.003,258.2,258.2,11.9
2605,0,-0.003,258.2,258.2,12
2605.25,0,-0.003,258.3,258.3,12
2605.5,0,-0.003,258.3,258.3,12.1
2605.75,0,-0.003,258.3,258.3,11.9
2606,0,-0.003,258.3,258.3,11.9
2606.25,0,-0.003,258.4,258.4,11.8
2606.5,0,-0.003,258.4,258.4,11.9
2606.75,0,-0.003,258.4,258.4,12.1
2607,0,-0.003,258.4,258.4,12
2607.25,0,-0.003,258.5,258.5,11.9
2607.5,0,-0.003,258.5,258.5,11.8
2607.75,0,-0.003,258.5,258.5,11.8
2608,0,-0.003,258.5,258.5,11.8
2608.25,0,-0.003,258.6,258.6,11.8
2608.5,0,-0.003,258.6,258.6,11.8
2608.75,0,-0.003,258.6,258.6,11.8
2609,0,-0.003,258.6,258.6,11.8
2609.25,0,-0.003,258.7,258.7,11.8
2609.5,0,-0.003,258.7,258.7,11.8
2609.75,0,-0.003,258.7,258.7,11.9
2610,0,-0.003,258.7,258.7,11.9
2610.25,0,-0.003,258.8,258.8,11.9
2610.5,0,-0.003,258.8,258.8,12
2610.75,0,-0.003,258.8,258.8,12
2611,0,-0.003,258.8,258.8,12
2611.25,0,-0.003,258.9,258.9,12.1
2611.5,0,-0.003,258.9,258.9,12.2
2611.75,0,-0.003,258.9,258.9,12.1
2612,0,-0.003,258.9,258.9,12.2
2612.25,0,-0.003,259,259,12
2612.5,0,-0.003,259,259,11.9
2612.75,0,-0.003,259,259,11.9
2613,0,-0.003,259,259,11.9
2613.25,0,-0.003,259.1,259.1,12.1
2613.5,0,-0.003,259.1,259.1,12.2
2613.75,0,-0.003,259.1,259.1,12.2
2614,0,-0.003,259.1,259.1,12.2
2614.25,0,-0.003,259.2,259.2,12.2
2614.5,0,-0.003,259.2,259.2,12.2
2614.75,0,-0.003,259.2,259.2,12.2
2615,0,-0.003,259.2,259.2,12.2
2615.25,0,-0.003,259.3,259.3,12.2
2615.5,0,-0.003,259.3,259.3,12.2
2615.75,0,-0.003,259.3,259.3,12.2
2616,0,-0.003,259.3,259.3,12.2
2616.25,0,-0.003,259.4,259.4,12.2
2616.5,0,-0.003,259.4,259.4,12.2
2616.75,0,-0.003,259.4,259.4,12.2
2617,0,-0.003,259.4,259.4,12.2
2617.25,0,-0.003,259.5,259.5,12.2
2617.5,0,-0.003,259.5,259.5,12.2
2617.75,0,-0.003,259.5,259.5,12.2
2618,0,-0.003,259.5,259.5,12.2
2618.25,0,-0.003,259.6,259.6,12.2
2618.5,0,-0.003,259.6,259.6,12.2
2618.75,0,-0.003,259.6,259.6,12.2
2619,0,-0.003,259.6,259.6,12.2
2619.25,0,-0.003,259.7,259.7,12.4
2619.5,0,-0.003,259.7,259.7,12.2
2619.75,0,-0.003,259.7,259.7,12.5
2620,0,-0.003,259.7,259.7,12.6
2620.25,0,-0.003,259.8,259.8,12.5
2620.5,0,-0.003,259.8,259.8,12.2
2620.75,0,-0.003,259.8,259.8,12.3
2621,0,-0.003,259.8,259.8,12.2
2621.25,0,-0.003,259.9,259.9,12.2
2621.5,0,-0.003,259.9,259.9,12.2
2621.75,0,-0.003,259.9,259.9,12.2
2622,0,-0.003,259.9,259.9,12.2
2622.25,0,-0.003,260,260,12.2
2622.5,0,-0.003,260,260,12.2
2622.75,0,-0.003,260,260,12.1
2623,0,-0.003,260,260,12
2623.25,0,-0.003,260.1,260.1,12
2623.5,0,-0.003,260.1,260.1,11.9
2623.75,0,-0.003,260.1,260.1,12
2624,0,-0.003,260.1,260.1,12.1
2624.25,0,-0.003,260.2,260.2,12.4
2624.5,0,-0.003,260.2,260.2,12.5
2624.75,0,-0.003,260.2,260.2,12.8
2625,0,-0.003,260.2,260.2,12.9
2625.25,0,-0.003,260.3,260.3,13.2
2625.5,0,-0.003,260.3,260.3,13.2
2625.75,0,-0.003,260.3,260.3,13.2
2626,0,-0.003,260.3,260.3,13.2
2626.25,0,-0.003,260.4,260.4,13.2
2626.5,0,-0.003,260.4,260.4,13.2
2626.75,0,-0.003,260.4,260.4,13.2
2627,0,-0.003,260.4,260.4,13.2
2627.25,0,-0.003,260.5,260.5,13.2
2627.5,0,-0.003,260.5,260.5,13.2
2627.75,0,-0.003,260.5,260.5,13.2
2628,0,-0.003,260.5,260.5,13.2
2628.25,0,-0.003,260.6,260.6,13.2
2628.5,0,-0.003,260.6,260.6,13.2
2628.75,0,-0.003,260.6,260.6,13.2
2629,0,-0.003,260.6,260.6,13
2629.25,0,-0.003,260.7,260.7,12.9
2629.5,0,-0.003,260.7,260.7,12.8
2629.75,0,-0.003,260.7,260.7,12.8
2630,0,-0.003,260.7,260.7,12.8
2630.25,0,-0.003,260.8,260.8,12.8
2630.5,0,-0.003,260.8,260.8,12.8
2630.75,0,-0.003,260.8,260.8,13.1
2631,0,-0.003,260.8,260.8,13.1
2631.25,0,-0.003,260.9,260.9,13.1
2631.5,0,-0.003,260.9,260.9,12.9
2631.75,0,-0.003,260.9,260.9,12.9
2632,0,-0.003,260.9,260.9,12.9
2632.25,0,-0.003,261,261,12.8
2632.5,0,-0.003,261,261,12.8
2632.75,0,-0.003,261,261,12.8
2633,0,-0.003,261,261,12.8
2633.25,0,-0.003,261.1,261.1,12.8
2633.5,0,-0.003,261.1,261.1,12.8
2633.75,0,-0.003,261.1,261.1,12.8
2634,0,-0.003,261.1,261.1,12.8
2634.25,0,-0.003,261.2,261.2,12.8
2634.5,0,-0.003,261.2,261.2,12.8
2634.75,0,-0.003,261.2,261.2,12.8
2635,0,-0.003,261.2,261.2,12.8
2635.25,0,-0.003,261.3,261.3,12.8
2635.5,0,-0.003,261.3,261.3,12.8
2635.75,0,-0.003,261.3,261.3,12.6
2636,0,-0.003,261.3,261.3,12.6
2636.25,0,-0.003,261.4,261.4,12.6
2636.5,0,-0.003,261.4,261.4,12.5
2636.75,0,-0.003,261.4,261.4,12.5
2637,0,-0.004,261.4,261.4,12.5
2637.25,0,-0.004,261.5,261.5,12.5
2637.5,0,-0.004,261.5,261.5,12.4
2637.75,0,-0.004,261.5,261.5,12.2
2638,0,-0.004,261.5,261.5,12.2
2638.25,0,-0.004,261.6,261.6,12.2
2638.5,0,-0.003,261.6,261.6,12.2
2638.75,0,-0.003,261.6,261.6,12.2
2639,0,-0.003,261.6,261.6,12.2
2639.25,0,-0.003,261.7,261.7,12
2639.5,0,-0.003,261.7,261.7,11.8
2639.75,0,-0.003,261.7,261.7,11.8
2640,0,-0.003,261.7,261.7,11.8
2640.25,0,-0.003,261.8,261.8,11.8
2640.5,0,-0.003,261.8,261.8,11.8
2640.75,0,-0.003,261.8,261.8,11.8
2641,0,-0.003,261.8,261.8,11.6
2641.25,0,-0.003,261.9,261.9,11.5
2641.5,0,-0.003,261.9,261.9,11.5
2641.75,0,-0.003,261.9,261.9,11.5
2642,0,-0.003,261.9,261.9,11.5
2642.25,0,-0.003,262,262,11.5
2642.5,0,-0.003,262,262,11.5
2642.75,0,-0.003,262,262,11.5
2643,0,-0.003,262,262,11.5
2643.25,0,-0.003,262.1,262.1,11.6
2643.5,0,-0.003,262.1,262.1,11.5
2643.75,0,-0.003,262.1,262.1,11.6
2644,0,-0.003,262.1,262.1,11.7
2644.25,0,-0.003,262.2,262.2,11.8
2644.5,0,-0.003,262.2,262.2,11.9
2644.75,0,-0.003,262.2,262.2,11.9
2645,0,-0.003,262.2,262.2,12.1
2645.25,0,-0.003,262.3,262.3,12.2
2645.5,0,-0.003,262.3,262.3,12.2
2645.75,0,-0.003,262.3,262.3,12.1
2646,0,-0.003,262.3,262.3,12.2
2646.25,0,-0.003,262.4,262.4,12.2
2646.5,0,-0.003,262.4,262.4,12.2
2646.75,0,-0.003,262.4,262.4,12.3
2647,0,-0.003,262.4,262.4,12.5
2647.25,0,-0.003,262.5,262.5,12.5
2647.5,0,-0.003,262.5,262.5,12.5
2647.75,0,-0.003,262.5,262.5,12.5
2648,0,-0.004,262.5,262.5,12.5
2648.25,0,-0.004,262.6,262.6,12.5
2648.5,0,-0.004,262.6,262.6,12.5
2648.75,0,-0.004,262.6,262.6,12.3
2649,0,-0.004,262.6,262.6,12.2
2649.25,0,-0.004,262.7,262.7,12.2
2649.5,0,-0.004,262.7,262.7,12.2
2649.75,0,-0.004,262.7,262.7,12.2
2650,0,-0.004,262.7,262.7,12.2
2650.25,0,-0.004,262.8,262.8,12.1
2650.5,0,-0.004,262.8,262.8,11.9
2650.75,0,-0.004,262.8,262.8,11.8
2651,0,-0.004,262.8,262.8,11.8
2651.25,0,-0.004,262.9,262.9,11.5
2651.5,0,-0.004,262.9,262.9,11.5
2651.75,0,-0.004,262.9,262.9,11.5
2652,0,-0.004,262.9,262.9,11.5
2652.25,0,-0.004,263,263,11.3
2652.5,0,-0.004,263,263,11.2
2652.75,0,-0.004,263,263,11.2
2653,0,-0.004,263,263,11.1
2653.25,0,-0.004,263.1,263.1,10.9
2653.5,0,-0.004,263.1,263.1,10.9
2653.75,0,-0.004,263.1,263.1,10.9
2654,0,-0.004,263.1,263.1,10.9
2654.25,0,-0.004,263.2,263.2,10.9
2654.5,0,-0.004,263.2,263.2,10.8
2654.75,0,-0.004,263.2,263.2,10.6
2655,0,-0.004,263.2,263.2,10.6
2655.25,0,-0.004,263.3,263.3,10.6
2655.5,0,-0.004,263.3,263.3,10.7
2655.75,0,-0.004,263.3,263.3,10.8
2656,0,-0.004,263.3,263.3,10.9
2656.25,0,-0.004,263.4,263.4,10.9
2656.5,0,-0.004,263.4,263.4,11.1
2656.75,0,-0.004,263.4,263.4,11.4
2657,0,-0.004,263.4,263.4,11.6
2657.25,0,-0.004,263.5,263.5,11.9
2657.5,0,-0.004,263.5,263.5,12.1
2657.75,0,-0.004,263.5,263.5,12.2
2658,0,-0.004,263.5,263.5,12.5
2658.25,0,-0.004,263.6,263.6,12.5
2658.5,0,-0.004,263.6,263.6,12.5
2658.75,0,-0.004,263.6,263.6,12.7
2659,0,-0.004,263.6,263.6,12.8
2659.25,0,-0.004,263.7,263.7,12.8
2659.5,0,-0.004,263.7,263.7,12.8
2659.75,0,-0.004,263.7,263.7,12.8
2660,0,-0.004,263.7,263.7,13.1
2660.25,0,-0.004,263.8,263.8,13.2
2660.5,0,-0.004,263.8,263.8,13.3
2660.75,0,-0.004,263.8,263.8,13.5
2661,0,-0.004,263.8,263.8,13.5
2661.25,0,-0.004,263.9,263.9,13.5
2661.5,0,-0.003,263.9,263.9,13.5
2661.75,0,-0.003,263.9,263.9,13.5
2662,0,-0.003,263.9,263.9,13.8
2662.25,0,-0.003,264,264,13.8
2662.5,0,-0.003,264,264,13.8
2662.75,0,-0.003,264,264,13.8
2663,0,-0.003,264,264,13.8
2663.25,0,-0.003,264.1,264.1,13.8
2663.5,0,-0.003,264.1,264.1,13.8
2663.75,0,-0.003,264.1,264.1,13.8
2664,0,-0.003,264.1,264.1,13.6
2664.25,0,-0.003,264.2,264.2,13.5
2664.5,0,-0.003,264.2,264.2,13.5
2664.75,0,-0.003,264.2,264.2,13.5
2665,0,-0.004,264.2,264.2,13.4
2665.25,0,-0.004,264.3,264.3,13.5
2665.5,0,-0.004,264.3,264.3,13.5
2665.75,0,-0.004,264.3,264.3,13.5
2666,0,-0.004,264.3,264.3,13.8
2666.25,0,-0.004,264.4,264.4,13.9
2666.5,0,-0.004,264.4,264.4,14.1
2666.75,0,-0.003,264.4,264.4,14.2
2667,0,-0.003,264.4,264.4,14.5
2667.25,0,-0.003,264.5,264.5,14.5
2667.5,0,-0.004,264.5,264.5,14.5
2667.75,0,-0.004,264.5,264.5,14.4
2668,0,-0.004,264.5,264.5,14.2
2668.25,0,-0.004,264.6,264.6,14.1
2668.5,0,-0.004,264.6,264.6,14.1
2668.75,0,-0.004,264.6,264.6,14.1
2669,0,-0.004,264.6,264.6,13.8
2669.25,0,-0.004,264.7,264.7,13.8
2669.5,0,-0.004,264.7,264.7,13.7
2669.75,0,-0.004,264.7,264.7,13.5
2670,0,-0.004,264.7,264.7,13.5
2670.25,0,-0.004,264.8,264.8,13.4
2670.5,0,-0.004,264.8,264.8,13.2
2670.75,0,-0.004,264.8,264.8,13.2
2671,0,-0.004,264.8,264.8,13
2671.25,0,-0.004,264.9,264.9,12.8
2671.5,0,-0.004,264.9,264.9,12.8
2671.75,0,-0.004,264.9,264.9,12.7
2672,0,-0.004,264.9,264.9,12.5
2672.25,0,-0.004,265,265,12.5
2672.5,0,-0.004,265,265,12.5
2672.75,0,-0.004,265,265,12.4
2673,0,-0.004,265,265,12.2
2673.25,0,-0.004,265.1,265.1,12.2
2673.5,0,-0.004,265.1,265.1,12.2
2673.75,0,-0.004,265.1,265.1,12
2674,0,-0.004,265.1,265.1,11.9
2674.25,0,-0.004,265.2,265.2,11.8
2674.5,0,-0.004,265.2,265.2,11.8
2674.75,0,-0.004,265.2,265.2,11.7
2675,0,-0.004,265.2,265.2,11.5
2675.25,0,-0.004,265.3,265.3,11.5
2675.5,0,-0.004,265.3,265.3,11.5
2675.75,0,-0.004,265.3,265.3,11.5
2676,0,-0.004,265.3,265.3,11.5
2676.25,0,-0.004,265.4,265.4,11.5
2676.5,0,-0.004,265.4,265.4,11.2
2676.75,0,-0.004,265.4,265.4,11.2
2677,0,-0.004,265.4,265.4,11.2
2677.25,0,-0.004,265.5,265.5,11.2
2677.5,0,-0.004,265.5,265.5,11.3
2677.75,0,-0.004,265.5,265.5,11.5
2678,0,-0.004,265.5,265.5,11.7
2678.25,0,-0.004,265.6,265.6,12
2678.5,0,-0.004,265.6,265.6,12.2
2678.75,0,-0.004,265.6,265.6,12.5
2679,0,-0.004,265.6,265.6,12.7
2679.25,0,-0.004,265.7,265.7,12.8
2679.5,0,-0.004,265.7,265.7,12.8
2679.75,0,-0.004,265.7,265.7,12.8
2680,0,-0.004,265.7,265.7,12.8
2680.25,0,-0.004,265.8,265.8,12.8
2680.5,0,-0.004,265.8,265.8,13.1
2680.75,0,-0.004,265.8,265.8,13.2
2681,0,-0.004,265.8,265.8,13.2
2681.25,0,-0.004,265.9,265.9,13.2
2681.5,0,-0.004,265.9,265.9,13.2
2681.75,0,-0.004,265.9,265.9,13.2
2682,0,-0.004,265.9,265.9,13.2
2682.25,0,-0.004,266,266,13.2
2682.5,0,-0.004,266,266,13.1
2682.75,0,-0.004,266,266,12.8
2683,0,-0.004,266,266,12.8
2683.25,0,-0.004,266.1,266.1,12.8
2683.5,0,-0.004,266.1,266.1,12.8
2683.75,0,-0.004,266.1,266.1,12.8
2684,0,-0.004,266.1,266.1,12.7
2684.25,0,-0.004,266.2,266.2,12.5
2684.5,0,-0.004,266.2,266.2,12.5
2684.75,0,-0.004,266.2,266.2,12.5
2685,0,-0.004,266.2,266.2,12.3
2685.25,0,-0.004,266.3,266.3,12.2
2685.5,0,-0.004,266.3,266.3,12.2
2685.75,0,-0.004,266.3,266.3,12.2
2686,0,-0.004,266.3,266.3,12.1
2686.25,0,-0.004,266.4,266.4,11.9
2686.5,0,-0.004,266.4,266.4,11.8
2686.75,0,-0.004,266.4,266.4,11.8
2687,0,-0.004,266.4,266.4,11.8
2687.25,0,-0.004,266.5,266.5,11.8
2687.5,0,-0.004,266.5,266.5,11.8
2687.75,0,-0.004,266.5,266.5,11.7
2688,0,-0.004,266.5,266.5,11.6
2688.25,0,-0.004,266.6,266.6,11.5
2688.5,0,-0.004,266.6,266.6,11.5
2688.75,0,-0.004,266.6,266.6,11.5
2689,0,-0.004,266.6,266.6,11.5
2689.25,0,-0.004,266.7,266.7,11.5
2689.5,0,-0.004,266.7,266.7,11.5
2689.75,0,-0.004,266.7,266.7,11.5
2690,0,-0.004,266.7,266.7,11.5
2690.25,0,-0.004,266.8,266.8,11.5
2690.5,0,-0.004,266.8,266.8,11.5
2690.75,0,-0.004,266.8,266.8,11.5
2691,0,-0.004,266.8,266.8,11.5
2691.25,0,-0.004,266.9,266.9,11.5
2691.5,0,-0.004,266.9,266.9,11.5
2691.75,0,-0.004,266.9,266.9,11.5
2692,0,-0.004,266.9,266.9,11.7
2692.25,0,-0.004,267,267,11.9
2692.5,0,-0.004,267,267,12.2
2692.75,0,-0.004,267,267,12.6
2693,0,-0.004,267,267,13.4
2693.25,0,-0.004,267.1,267.1,14.3
2693.5,0,-0.004,267.1,267.1,14.9
2693.75,0,-0.004,267.1,267.1,15.2
2694,0,-0.004,267.1,267.1,15.4
2694.25,0,-0.004,267.2,267.2,15.4
2694.5,0,-0.004,267.2,267.2,15.3
2694.75,0,-0.004,267.2,267.2,15.2
2695,0,-0.004,267.2,267.2,15
2695.25,0,-0.004,267.3,267.3,14.8
2695.5,0,-0.004,267.3,267.3,14.7
2695.75,0,-0.004,267.3,267.3,14.5
2696,0,-0.004,267.3,267.3,14.5
2696.25,0,-0.004,267.4,267.4,14.5
2696.5,0,-0.004,267.4,267.4,14.3
2696.75,0,-0.005,267.4,267.4,14.1
2697,0,-0.005,267.4,267.4,14.2
2697.25,0,-0.004,267.5,267.5,14.5
2697.5,0,-0.004,267.5,267.5,14.7
2697.75,0,-0.004,267.5,267.5,14.9
2698,0,-0.004,267.5,267.5,15.1
2698.25,0,-0.004,267.6,267.6,15.1
2698.5,0,-0.004,267.6,267.6,15.4
2698.75,0,-0.004,267.6,267.6,15.5
2699,0,-0.004,267.6,267.6,15.5
2699.25,0,-0.004,267.7,267.7,15.6
2699.5,0,-0.004,267.7,267.7,15.7
2699.75,0,-0.004,267.7,267.7,15.8
2700,0,-0.004,267.7,267.7,15.6
2700.25,0,-0.004,267.8,267.8,15.8
2700.5,0,-0.004,267.8,267.8,15.8
2700.75,0,-0.004,267.8,267.8,16
2701,0,-0.004,267.8,267.8,16.1
2701.25,0,-0.004,267.9,267.9,15.8
2701.5,0,-0.004,267.9,267.9,15.7
2701.75,0,-0.004,267.9,267.9,15.7
2702,0,-0.004,267.9,267.9,15.5
2702.25,0,-0.004,268,268,15.5
2702.5,0,-0.004,268,268,15.5
2702.75,0,-0.004,268,268,15.2
2703,0,-0.004,268,268,14.9
2703.25,0,-0.004,268.1,268.1,14.7
2703.5,0,-0.004,268.1,268.1,14.5
2703.75,0,-0.004,268.1,268.1,14.3
2704,0,-0.004,268.1,268.1,14
2704.25,0,-0.004,268.2,268.2,13.8
2704.5,0,-0.004,268.2,268.2,13.5
2704.75,0,-0.004,268.2,268.2,13.4
2705,0,-0.004,268.2,268.2,13.2
2705.25,0,-0.004,268.3,268.3,13.1
2705.5,0,-0.004,268.3,268.3,12.8
2705.75,0,-0.004,268.3,268.3,12.7
2706,0,-0.004,268.3,268.3,12.5
2706.25,0,-0.004,268.4,268.4,12.2
2706.5,0,-0.004,268.4,268.4,12
2706.75,0,-0.004,268.4,268.4,11.8
2707,0,-0.004,268.4,268.4,11.5
2707.25,0,-0.004,268.5,268.5,11.3
2707.5,0,-0.004,268.5,268.5,11.1
2707.75,0,-0.004,268.5,268.5,10.9
2708,0,-0.004,268.5,268.5,10.6
2708.25,0,-0.004,268.6,268.6,10.4
2708.5,0,-0.004,268.6,268.6,10.2
2708.75,0,-0.004,268.6,268.6,10.1
2709,0,-0.004,268.6,268.6,10
2709.25,0,-0.004,268.7,268.7,10.2
2709.5,0,-0.004,268.7,268.7,10.2
2709.75,0,-0.004,268.7,268.7,10.2
2710,0,-0.004,268.7,268.7,10.3
2710.25,0,-0.004,268.8,268.8,10
2710.5,0,-0.004,268.8,268.8,10
2710.75,0,-0.004,268.8,268.8,10.1
2711,0,-0.004,268.8,268.8,10
2711.25,0,-0.004,268.9,268.9,9.9
2711.5,0,-0.004,268.9,268.9,9.9
2711.75,0,-0.003,268.9,268.9,9.9
2712,0,-0.003,268.9,268.9,9.8
2712.25,0,-0.003,269,269,10.1
2712.5,0,-0.003,269,269,10.2
2712.75,0,-0.003,269,269,10.2
2713,0,-0.003,269,269,10.2
2713.25,0,-0.003,269.1,269.1,10.4
2713.5,0,-0.003,269.1,269.1,10.5
2713.75,0,-0.003,269.1,269.1,10.5
2714,0,-0.003,269.1,269.1,10.3
2714.25,0,-0.003,269.2,269.2,10.2
2714.5,0,-0.003,269.2,269.2,10.2
2714.75,0,-0.003,269.2,269.2,10.3
2715,0,-0.003,269.2,269.2,10.3
2715.25,0,-0.003,269.3,269.3,10
2715.5,0,-0.003,269.3,269.3,9.9
2715.75,0,-0.003,269.3,269.3,9.8
2716,0,-0.003,269.3,269.3,9.5
2716.25,0,-0.003,269.4,269.4,9.4
2716.5,0,-0.003,269.4,269.4,9.3
2716.75,0,-0.003,269.4,269.4,9.2
2717,0,-0.003,269.4,269.4,9.2
2717.25,0,-0.004,269.5,269.5,9
2717.5,0,-0.004,269.5,269.5,8.9
2717.75,0,-0.004,269.5,269.5,8.9
2718,0,-0.004,269.5,269.5,8.7
2718.25,0,-0.004,269.6,269.6,8.6
2718.5,0,-0.004,269.6,269.6,8.6
2718.75,0,-0.004,269.6,269.6,8.6
2719,0,-0.004,269.6,269.6,8.6
2719.25,0,-0.004,269.7,269.7,8.8
2719.5,0,-0.004,269.7,269.7,8.9
2719.75,0,-0.004,269.7,269.7,8.6
2720,0,-0.004,269.7,269.7,8.5
2720.25,0,-0.004,269.8,269.8,8.2
2720.5,0,-0.004,269.8,269.8,8.2
2720.75,0,-0.004,269.8,269.8,8.5
2721,0,-0.004,269.8,269.8,8.5
2721.25,0,-0.004,269.9,269.9,8.3
2721.5,0,-0.004,269.9,269.9,8.2
2721.75,0,-0.004,269.9,269.9,8
2722,0,-0.004,269.9,269.9,7.9
2722.25,0,-0.004,270,270,7.9
2722.5,0,-0.004,270,270,7.7
2722.75,0,-0.004,270,270,7.6
2723,0,-0.004,270,270,7.6
2723.25,0,-0.004,270.1,270.1,7.4
2723.5,0,-0.004,270.1,270.1,7.2
2723.75,0,-0.004,270.1,270.1,7.2
2724,0,-0.004,270.1,270.1,7.2
2724.25,0,-0.004,270.2,270.2,7.1
2724.5,0,-0.004,270.2,270.2,7.1
2724.75,0,-0.004,270.2,270.2,7
2725,0,-0.004,270.2,270.2,6.9
2725.25,0,-0.004,270.3,270.3,6.9
2725.5,0,-0.004,270.3,270.3,6.9
2725.75,0,-0.004,270.3,270.3,6.9
2726,0,-0.004,270.3,270.3,6.9
2726.25,0,-0.004,270.4,270.4,6.9
2726.5,0,-0.004,270.4,270.4,6.8
2726.75,0,-0.004,270.4,270.4,6.8
2727,0,-0.004,270.4,270.4,6.6
2727.25,0,-0.004,270.5,270.5,6.6
2727.5,0,-0.004,270.5,270.5,6.6
2727.75,0,-0.004,270.5,270.5,6.6
2728,0,-0.004,270.5,270.5,6.6
2728.25,0,-0.004,270.6,270.6,6.6
2728.5,0,-0.003,270.6,270.6,6.6
2728.75,0,-0.003,270.6,270.6,6.6
2729,0,-0.003,270.6,270.6,6.6
2729.25,0,-0.003,270.7,270.7,6.6
2729.5,0,-0.003,270.7,270.7,6.6
2729.75,0,-0.003,270.7,270.7,6.6
2730,0,-0.003,270.7,270.7,6.5
2730.25,0,-0.003,270.8,270.8,6.3
2730.5,0,-0.003,270.8,270.8,6.3
2730.75,0,-0.003,270.8,270.8,6.3
2731,0,-0.003,270.8,270.8,6.3
2731.25,0,-0.003,270.9,270.9,6.3
2731.5,0,-0.003,270.9,270.9,6.3
2731.75,0,-0.003,270.9,270.9,6.3
2732,0,-0.003,270.9,270.9,6.3
2732.25,0,-0.003,271,271,6.3
2732.5,0,-0.003,271,271,6.3
2732.75,0,-0.003,271,271,6.3
2733,0,-0.003,271,271,6.3
2733.25,0,-0.003,271.1,271.1,6.3
2733.5,0,-0.003,271.1,271.1,6.3
2733.75,0,-0.003,271.1,271.1,6.3
2734,0,-0.003,271.1,271.1,6.2
2734.25,0,-0.003,271.2,271.2,6.2
2734.5,0,-0.003,271.2,271.2,6.3
2734.75,0,-0.003,271.2,271.2,6.3
2735,0,-0.003,271.2,271.2,6.2
2735.25,0,-0.003,271.3,271.3,6.1
2735.5,0,-0.003,271.3,271.3,6.1
2735.75,0,-0.003,271.3,271.3,6.1
2736,0,-0.003,271.3,271.3,6.2
2736.25,0,-0.003,271.4,271.4,6.1
2736.5,0,-0.003,271.4,271.4,6.1
2736.75,0,-0.003,271.4,271.4,6
2737,0,-0.003,271.4,271.4,6
2737.25,0,-0.003,271.5,271.5,5.9
2737.5,0,-0.003,271.5,271.5,6
2737.75,0,-0.003,271.5,271.5,5.9
2738,0,-0.003,271.5,271.5,5.9
2738.25,0,-0.003,271.6,271.6,5.9
2738.5,0,-0.003,271.6,271.6,5.9
2738.75,0,-0.003,271.6,271.6,5.9
2739,0,-0.003,271.6,271.6,5.9
2739.25,0,-0.003,271.7,271.7,5.9
2739.5,0,-0.003,271.7,271.7,6
2739.75,0,-0.003,271.7,271.7,6
2740,0,-0.003,271.7,271.7,6
2740.25,0,-0.003,271.8,271.8,5.9
2740.5,0,-0.003,271.8,271.8,5.9
2740.75,0,-0.003,271.8,271.8,6
2741,0,-0.003,271.8,271.8,6
2741.25,0,-0.003,271.9,271.9,6.1
2741.5,0,-0.003,271.9,271.9,6
2741.75,0,-0.003,271.9,271.9,6
2742,0,-0.003,271.9,271.9,6
2742.25,0,-0.003,272,272,6
2742.5,0,-0.003,272,272,6
2742.75,0,-0.003,272,272,6.1
2743,0,-0.003,272,272,6.1
2743.25,0,-0.003,272.1,272.1,6.1
2743.5,0,-0.003,272.1,272.1,6.1
2743.75,0,-0.003,272.1,272.1,6
2744,0,-0.003,272.1,272.1,6
2744.25,0,-0.004,272.2,272.2,6.1
2744.5,0,-0.004,272.2,272.2,6.1
2744.75,0,-0.004,272.2,272.2,6.1
2745,0,-0.003,272.2,272.2,6.1
2745.25,0,-0.003,272.3,272.3,6.1
2745.5,0,-0.003,272.3,272.3,6.1
2745.75,0,-0.003,272.3,272.3,6.1
2746,0,-0.003,272.3,272.3,6.2
2746.25,0,-0.003,272.4,272.4,6.2
2746.5,0,-0.003,272.4,272.4,6.2
2746.75,0,-0.003,272.4,272.4,6.2
2747,0,-0.003,272.4,272.4,6.2
2747.25,0,-0.003,272.5,272.5,6.2
2747.5,0,-0.003,272.5,272.5,6.1
2747.75,0,-0.003,272.5,272.5,6.2
2748,0,-0.003,272.5,272.5,6.2
2748.25,0,-0.003,272.6,272.6,6.1
2748.5,0,-0.003,272.6,272.6,6.1
2748.75,0,-0.003,272.6,272.6,6
2749,0,-0.003,272.6,272.6,6
2749.25,0,-0.003,272.7,272.7,6
2749.5,0,-0.003,272.7,272.7,6.1
2749.75,0,-0.003,272.7,272.7,6.1
2750,0,-0.003,272.7,272.7,6.1
2750.25,0,-0.003,272.8,272.8,6.1
2750.5,0,-0.003,272.8,272.8,6
2750.75,0,-0.003,272.8,272.8,6
2751,0,-0.003,272.8,272.8,6.2
2751.25,0,-0.003,272.9,272.9,6.2
2751.5,0,-0.003,272.9,272.9,6.2
2751.75,0,-0.003,272.9,272.9,6.3
2752,0,-0.003,272.9,272.9,6.3
2752.25,0,-0.003,273,273,6.3
2752.5,0,-0.003,273,273,6.3
2752.75,0,-0.003,273,273,6.3
2753,0,-0.003,273,273,6.3
2753.25,0,-0.003,273.1,273.1,6.3
2753.5,0,-0.003,273.1,273.1,6.3
2753.75,0,-0.003,273.1,273.1,6.3
2754,0,-0.003,273.1,273.1,6.3
